cprd_prodcode	description	description2	bnf_code
12874	Telmisartan 80mg tablets	Telmisartan	2050502
62376	Actelsar HCT 80mg/12.5mg tablets (Actavis UK Ltd)	Telmisartan/Hydrochlorothiazide	2050504
18202	MicardisPlus 40mg/12.5mg tablets (Boehringer Ingelheim Ltd)	Telmisartan/Hydrochlorothiazide	2050504
17689	MicardisPlus 80mg/12.5mg tablets (Boehringer Ingelheim Ltd)	Telmisartan/Hydrochlorothiazide	2050504
63890	MicardisPlus 80mg/12.5mg tablets (Waymade Healthcare Plc)	Telmisartan/Hydrochlorothiazide	2050504
14870	Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets	Telmisartan/Hydrochlorothiazide	2050504
16161	Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets	Telmisartan/Hydrochlorothiazide	2050504
8025	Gopten 1mg capsules (Abbott Laboratories Ltd)	Trandolapril	2050501
8026	Gopten 2mg capsules (Abbott Laboratories Ltd)	Trandolapril	2050501
29130	Gopten 4mg capsules (Abbott Laboratories Ltd)	Trandolapril	2050501
16710	Gopten 500microgram capsules (Abbott Laboratories Ltd)	Trandolapril	2050501
65389	Gopten 500microgram capsules (Waymade Healthcare Plc)	Trandolapril	2050501
31810	Odrik 1mg capsules (Aventis Pharma)	Trandolapril	2050501
28902	Odrik 2mg capsules (Aventis Pharma)	Trandolapril	2050501
31307	Odrik 500microgram capsules (Aventis Pharma)	Trandolapril	2050501
4103	Trandolapril 1mg capsules	Trandolapril	2050501
5047	Trandolapril 2mg capsules	Trandolapril	2050501
66623	Trandolapril 2mg capsules (A A H Pharmaceuticals Ltd)	Trandolapril	2050501
9948	Trandolapril 4mg capsules	Trandolapril	2050501
54345	Trandolapril 4mg capsules (Arrow Generics Ltd)	Trandolapril	2050501
65570	Trandolapril 4mg capsules (Teva UK Ltd)	Trandolapril	2050501
7419	Trandolapril 500microgram capsules	Trandolapril	2050501
60757	Trandolapril 500microgram capsules (Teva UK Ltd)	Trandolapril	2050501
6518	Diovan 160mg capsules (Novartis Pharmaceuticals UK Ltd)	Valsartan	2050502
45600	Diovan 160mg Tablet (Novartis Pharmaceuticals UK Ltd)	Valsartan	2050502
39199	Diovan 320mg tablets (Novartis Pharmaceuticals UK Ltd)	Valsartan	2050502
11251	Diovan 40mg capsules (Novartis Pharmaceuticals UK Ltd)	Valsartan	2050502
24359	Diovan 40mg tablets (Novartis Pharmaceuticals UK Ltd)	Valsartan	2050502
11252	Diovan 80mg capsules (Novartis Pharmaceuticals UK Ltd)	Valsartan	2050502
4645	Valsartan 160mg capsules	Valsartan	2050502
55187	Valsartan 160mg capsules (Arrow Generics Ltd)	Valsartan	2050502
53833	Valsartan 160mg capsules (Mylan Ltd)	Valsartan	2050502
61442	Valsartan 160mg capsules (Teva UK Ltd)	Valsartan	2050502
55821	Valsartan 160mg capsules (Teva UK Ltd)	Valsartan	0
60076	Valsartan 160mg capsules (Waymade Healthcare Plc)	Valsartan	2050502
44778	Valsartan 160mg tablets	Valsartan	2050502
37573	Valsartan 320mg tablets	Valsartan	2050502
59029	Valsartan 3mg/1ml oral solution	Valsartan	2050502
575	Valsartan 40mg capsules	Valsartan	2050502
58669	Valsartan 40mg capsules (Teva UK Ltd)	Valsartan	2050502
54726	Valsartan 40mg capsules (Teva UK Ltd)	Valsartan	0
14943	Valsartan 40mg tablets	Valsartan	2050502
3222	Valsartan 80mg capsules	Valsartan	2050502
59448	Valsartan 80mg capsules (A A H Pharmaceuticals Ltd)	Valsartan	2050502
58910	Valsartan 80mg capsules (Sigma Pharmaceuticals Plc)	Valsartan	2050502
38395	Valsartan 80mg tablets	Valsartan	2050502
6877	Co-Diovan 160mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd)	Valsartan/Hydrochlorothiazide	2050504
25382	Co-Diovan 160mg/25mg tablets (Novartis Pharmaceuticals UK Ltd)	Valsartan/Hydrochlorothiazide	2050504
24484	Hydrochlorothiazide with valsartan 12.5mg with 160mg Tablet	Valsartan/Hydrochlorothiazide	02020100/02050502
24268	Hydrochlorothiazide with valsartan 12.5mg with 80mg Tablet	Valsartan/Hydrochlorothiazide	02020100/02050502
23456	Hydrochlorothiazide with valsartan 25mg with 160mg Tablet	Valsartan/Hydrochlorothiazide	02020100/02050502
11864	Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets	Valsartan/Hydrochlorothiazide	2050504
14283	Valsartan 160mg / Hydrochlorothiazide 25mg tablets	Valsartan/Hydrochlorothiazide	2050504
6856	Amlodipine 10mg tablets	Amlodipine	2060200
34093	Amlodipine 10mg tablets (A A H Pharmaceuticals Ltd)	Amlodipine	2060200
56147	Amlodipine 10mg tablets (Accord Healthcare Ltd)	Amlodipine	2060200
36202	Amlodipine 10mg tablets (Actavis UK Ltd)	Amlodipine	2060200
54515	Amlodipine 10mg tablets (Alliance Healthcare (Distribution) Ltd)	Amlodipine	2060200
54654	Amlodipine 10mg tablets (Almus Pharmaceuticals Ltd)	Amlodipine	2060200
58580	Amlodipine 10mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)	Amlodipine	2060200
56334	Amlodipine 10mg tablets (Bristol Laboratories Ltd)	Amlodipine	2060200
49636	Amlodipine 10mg tablets (DE Pharmaceuticals)	Amlodipine	2060200
63515	Amlodipine 10mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Amlodipine	2060200
59001	Amlodipine 10mg tablets (Mylan Ltd)	Amlodipine	2060200
60244	Amlodipine 10mg tablets (Phoenix Healthcare Distribution Ltd)	Amlodipine	2060200
54696	Amlodipine 10mg tablets (Sandoz Ltd)	Amlodipine	2060200
59762	Amlodipine 10mg tablets (Teva UK Ltd)	Amlodipine	2060200
66817	Amlodipine 10mg tablets (Wockhardt UK Ltd)	Amlodipine	2060200
42210	Amlodipine 10mg tablets (Zentiva)	Amlodipine	2060200
52440	Amlodipine 10mg/5ml oral solution	0	2060200
64623	Amlodipine 10mg/5ml oral solution sugar free	0	2060200
45070	Amlodipine 10mg/5ml oral suspension	Amlodipine	2060200
47002	Amlodipine 10mg/5ml sugar free Oral suspension	Amlodipine	2060200
54983	Amlodipine 2.5mg/5ml oral suspension	Amlodipine	2060200
61374	Amlodipine 4mg/5ml oral suspension	Amlodipine	2060200
749	Amlodipine 5mg tablets	Amlodipine	2060200
32595	Amlodipine 5mg tablets (A A H Pharmaceuticals Ltd)	Amlodipine	2060200
61422	Amlodipine 5mg tablets (Accord Healthcare Ltd)	Amlodipine	2060200
53868	Amlodipine 5mg tablets (Actavis UK Ltd)	Amlodipine	2060200
64441	Amlodipine 5mg tablets (Alliance Healthcare (Distribution) Ltd)	Amlodipine	2060200
43880	Amlodipine 5mg tablets (Almus Pharmaceuticals Ltd)	Amlodipine	2060200
54633	Amlodipine 5mg tablets (Bristol Laboratories Ltd)	Amlodipine	2060200
65745	Amlodipine 5mg tablets (DE Pharmaceuticals)	Amlodipine	2060200
39804	Amlodipine 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Amlodipine	2060200
64606	Amlodipine 5mg tablets (Focus Pharmaceuticals Ltd)	Amlodipine	2060200
32917	Amlodipine 5mg tablets (IVAX Pharmaceuticals UK Ltd)	Amlodipine	2060200
66430	Amlodipine 5mg tablets (Kent Pharmaceuticals Ltd)	Amlodipine	2060200
64327	Amlodipine 5mg tablets (Mylan Ltd)	Amlodipine	2060200
66574	Amlodipine 5mg tablets (Phoenix Healthcare Distribution Ltd)	Amlodipine	2060200
45279	Amlodipine 5mg tablets (Sandoz Ltd)	Amlodipine	2060200
64447	Amlodipine 5mg tablets (Somex Pharma)	Amlodipine	2060200
39914	Amlodipine 5mg tablets (Teva UK Ltd)	Amlodipine	2060200
64418	Amlodipine 5mg tablets (Waymade Healthcare Plc)	Amlodipine	2060200
43470	Amlodipine 5mg tablets (Wockhardt UK Ltd)	Amlodipine	2060200
46724	Amlodipine 5mg/5ml oral solution	Amlodipine	2060200
64166	Amlodipine 5mg/5ml oral solution sugar free	0	2060200
16162	Amlodipine 5mg/5ml oral suspension	Amlodipine	2060200
71	Amlodipine besilate 10mg tablets	Amlodipine	2060200
29	Amlodipine besilate 5mg tablets	Amlodipine	2060200
6477	Amlodipine maleate 10mg tablets	Amlodipine	2060200
729	Amlodipine maleate 5mg tablets	Amlodipine	2060200
46233	Amlodipine Oral solution	Amlodipine	2060200
31761	Amlostin 10mg tablets (Discovery Pharmaceuticals)	Amlodipine	2060200
17640	Amlostin 5mg tablets (Discovery Pharmaceuticals)	Amlodipine	2060200
5914	Istin 10mg tablets (Pfizer Ltd)	Amlodipine	2060200
3917	Istin 5mg tablets (Pfizer Ltd)	Amlodipine	2060200
46355	Sevikar HCT 20mg/5mg/12.5mg tablets (Daiichi Sankyo UK Ltd)	Hydrochlorothiazide/Olmesartan medoxomil/Amlodipine besilate	2050502
53220	Sevikar HCT 40mg/10mg/25mg tablets (Daiichi Sankyo UK Ltd)	Hydrochlorothiazide/Amlodipine besilate/Olmesartan medoxomil	2050502
40668	Olmesartan medoxomil 40mg / Amlodipine 10mg tablets	Olmesartan medoxomil/Amlodipine besilate	02050502/02060200
40639	Olmesartan medoxomil 40mg / Amlodipine 5mg tablets	Olmesartan medoxomil/Amlodipine besilate	02050502/02060200
41203	Sevikar 40mg/10mg tablets (Daiichi Sankyo UK Ltd)	Olmesartan medoxomil/Amlodipine besilate	02050502/02060200
41205	Sevikar 40mg/5mg tablets (Daiichi Sankyo UK Ltd)	Olmesartan medoxomil/Amlodipine besilate	02050502/02060200
60684	Perindopril erbumine 4mg / Amlodipine 10mg tablets	Perindopril erbumine/Amlodipine besilate	02050501/02060200
60067	Perindopril erbumine 4mg / Amlodipine 5mg tablets	Perindopril erbumine/Amlodipine besilate	02050501/02060200
63149	Perindopril erbumine 8mg / Amlodipine 10mg tablets	0	02050501/02060200
60744	Perindopril erbumine 8mg / Amlodipine 5mg tablets	0	02050501/02060200
35317	Exforge 5mg/80mg tablets (Novartis Pharmaceuticals UK Ltd)	Valsartan/Amlodipine besilate	2060200
35304	Valsartan 160mg with amlodipine 10mg tablets	Amlodipine Besilate/Valsartan	02050502/02060200
35173	Valsartan 160mg with amlodipine 5mg tablets	Amlodipine Besilate/Valsartan	02050502/02060200
35174	Valsartan 80mg with amlodipine 5mg tablets	Amlodipine Besilate/Valsartan	02050502/02060200
46687	Olmesartan medoxomil with amlodipine and hydrochlorothiazide 20mg + 5mg + 12.5mg Tablet	Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil	02020100/02050502
46715	Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 10mg + 12.5mg Tablet	Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil	02020100/02050502
55358	Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 10mg + 25mg Tablet	Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil	02020100/02050502
46792	Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 5mg + 12.5mg Tablet	Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil	02020100/02050502
47467	Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 5mg + 25mg Tablet	Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil	02020100/02050502
9374	Adizem 60mg Modified-release tablet (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
517	Adizem sr 120mg Modified-release capsule (Napp Pharmaceuticals Ltd)	Diltiazem Hydrochloride	2060200
4852	Adizem sr 120mg Modified-release tablet (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
2811	Adizem sr 180mg Modified-release capsule (Napp Pharmaceuticals Ltd)	Diltiazem Hydrochloride	2060200
3118	Adizem sr 90mg Modified-release capsule (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
8558	Adizem xl 120mg Capsule (Napp Pharmaceuticals Ltd)	Diltiazem Hydrochloride	2060200
9240	Adizem xl 180mg Capsule (Napp Pharmaceuticals Ltd)	Diltiazem Hydrochloride	2060200
793	Adizem xl 240mg Capsule (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
6309	Adizem xl 300mg Capsule (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
38818	Adizem-SR 120mg capsules (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
62207	Adizem-SR 120mg capsules (Waymade Healthcare Plc)	Diltiazem hydrochloride	2060200
38964	Adizem-SR 120mg tablets (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
65504	Adizem-SR 180mg capsules (Lexon (UK) Ltd)	Diltiazem hydrochloride	2060200
38831	Adizem-SR 180mg capsules (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
48870	Adizem-SR 90mg capsules (DE Pharmaceuticals)	Diltiazem hydrochloride	2060200
38632	Adizem-SR 90mg capsules (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
65636	Adizem-XL 120mg capsules (Lexon (UK) Ltd)	Diltiazem hydrochloride	2060200
38865	Adizem-XL 120mg capsules (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
65602	Adizem-XL 120mg capsules (Waymade Healthcare Plc)	Diltiazem hydrochloride	2060200
9211	ADIZEM-XL 180 MG CAP	0	0
52276	Adizem-XL 180mg capsules (DE Pharmaceuticals)	Diltiazem hydrochloride	2060200
38855	Adizem-XL 180mg capsules (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
10267	Adizem-XL 200mg capsules (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
38882	Adizem-XL 240mg capsules (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
60620	Adizem-XL 240mg capsules (Waymade Healthcare Plc)	Diltiazem hydrochloride	2060200
38634	Adizem-XL 300mg capsules (Napp Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
13410	Angiozem 60mg modified-release tablets (Ashbourne Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
16850	Angiozem CR 120mg tablets (Ashbourne Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
12705	Angiozem CR 90mg tablets (Ashbourne Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
9410	Angitil SR 120 capsules (Ethypharm UK Ltd)	Diltiazem hydrochloride	2060200
5054	Angitil SR 180 capsules (Ethypharm UK Ltd)	Diltiazem hydrochloride	2060200
11223	Angitil SR 90 capsules (Ethypharm UK Ltd)	Diltiazem hydrochloride	2060200
13033	Angitil XL 240 capsules (Ethypharm UK Ltd)	Diltiazem hydrochloride	2060200
15288	Angitil XL 300 capsules (Ethypharm UK Ltd)	Diltiazem hydrochloride	2060200
41489	Bi-Carzem SR 120mg capsules (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	2060200
28949	Bi-carzem sr 120mg Modified-release capsule (Tillomed Laboratories Ltd)	Diltiazem Hydrochloride	2060200
39171	Bi-Carzem SR 60mg capsules (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	2060200
20642	Bi-carzem sr 60mg Modified-release capsule (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	2060200
39298	Bi-Carzem SR 90mg capsules (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	2060200
23233	Bi-carzem sr 90mg Modified-release capsule (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	2060200
31489	Bi-carzem xl 240mg Capsule (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	2060200
47724	Bi-Carzem XL 240mg capsules (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	2060200
44887	Bi-carzem xl 300mg Capsule (Tillomed Laboratories Ltd)	Diltiazem hydrochloride	2060200
22619	Britiazim 60mg Modified-release tablet (Thames Laboratories Ltd)	Diltiazem hydrochloride	2060200
29676	Calazem 60mg Modified-release tablet (Berk Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
18975	Calcicard 60mg Tablet (3M Health Care Ltd)	Diltiazem hydrochloride	2060200
11973	Calcicard CR 120mg tablets (Teva UK Ltd)	Diltiazem hydrochloride	2060200
9723	Calcicard CR 90mg tablets (Teva UK Ltd)	Diltiazem hydrochloride	2060200
25777	Dilcardia SR 120mg capsules (Mylan Ltd)	Diltiazem hydrochloride	2060200
21145	Dilcardia SR 60mg capsules (Mylan Ltd)	Diltiazem hydrochloride	2060200
18379	Dilcardia SR 90mg capsules (Mylan Ltd)	Diltiazem hydrochloride	2060200
32658	Dilcardia xl 120mg Modified-release capsule (Generics (UK) Ltd)	Diltiazem Hydrochloride	2060200
15221	Dilcardia xl 180mg Modified-release capsule (Generics (UK) Ltd)	Diltiazem Hydrochloride	2060200
26460	Dilcardia xl 240mg Modified-release capsule (Generics (UK) Ltd)	Diltiazem hydrochloride	2060200
30197	Diltiazem 120mg modified-release capsules	Diltiazem hydrochloride	2060200
48288	Diltiazem 120mg modified-release capsules (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
49289	Diltiazem 120mg modified-release capsules (Alliance Healthcare (Distribution) Ltd)	Diltiazem hydrochloride	2060200
62912	Diltiazem 120mg modified-release capsules (AM Distributions (Yorkshire) Ltd)	Diltiazem hydrochloride	2060200
57208	Diltiazem 120mg modified-release capsules (Cubic Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
61532	Diltiazem 120mg modified-release capsules (Sigma Pharmaceuticals Plc)	Diltiazem hydrochloride	2060200
219	Diltiazem 120mg modified-release tablets	Diltiazem hydrochloride	2060200
43430	Diltiazem 120mg modified-release tablets (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
49001	Diltiazem 120mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)	Diltiazem hydrochloride	2060200
61010	Diltiazem 120mg modified-release tablets (Cubic Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
62064	Diltiazem 120mg modified-release tablets (Mawdsley-Brooks & Company Ltd)	Diltiazem hydrochloride	2060200
1995	Diltiazem 12hr 120mg modified-release capsules	Diltiazem Hydrochloride	2060200
3061	Diltiazem 12hr 180mg modified-release capsules	Diltiazem Hydrochloride	2060200
30242	Diltiazem 180mg modified-release capsules	Diltiazem hydrochloride	2060200
4635	Diltiazem 200mg modified-release capsules	Diltiazem hydrochloride	2060200
4808	Diltiazem 240mg modified-release capsules	Diltiazem hydrochloride	2060200
2663	Diltiazem 240mg modified-release capsules	Diltiazem Hydrochloride	2060200
66701	Diltiazem 240mg modified-release capsules (DE Pharmaceuticals)	Diltiazem hydrochloride	2060200
66850	Diltiazem 240mg modified-release capsules (Icarus Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
9708	Diltiazem 24hr 120mg modified-release capsules	Diltiazem Hydrochloride	2060200
4923	Diltiazem 24hr 180mg modified-release capsules	Diltiazem Hydrochloride	2060200
5326	Diltiazem 24hr 300mg modified-release capsules	Diltiazem Hydrochloride	2060200
5348	Diltiazem 300mg modified-release capsules	Diltiazem hydrochloride	2060200
13926	Diltiazem 360mg modified-release capsules	Diltiazem hydrochloride	2060200
2453	Diltiazem 60mg modified-release capsules	Diltiazem Hydrochloride	2060200
636	Diltiazem 60mg modified-release capsules	Diltiazem hydrochloride	2060200
18404	Diltiazem 60mg modified-release capsules (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
48272	Diltiazem 60mg modified-release capsules (Alliance Healthcare (Distribution) Ltd)	Diltiazem hydrochloride	2060200
61245	Diltiazem 60mg modified-release capsules (Sigma Pharmaceuticals Plc)	Diltiazem hydrochloride	2060200
1836	Diltiazem 60mg modified-release tablets	Diltiazem hydrochloride	2060200
21763	Diltiazem 60mg modified-release tablets (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
46937	Diltiazem 60mg modified-release tablets (Actavis UK Ltd)	Diltiazem hydrochloride	2060200
41635	Diltiazem 60mg modified-release tablets (IVAX Pharmaceuticals UK Ltd)	Diltiazem hydrochloride	2060200
32870	Diltiazem 60mg modified-release tablets (Sterwin Medicines)	Diltiazem hydrochloride	2060200
21778	Diltiazem 60mg modified-release tablets (Teva UK Ltd)	Diltiazem hydrochloride	2060200
1538	Diltiazem 60mg tablets	Diltiazem Hydrochloride	2060200
55257	Diltiazem 60mg/5ml oral solution	Diltiazem hydrochloride	2060200
11922	Diltiazem 60mg/5ml oral suspension	Diltiazem hydrochloride	2060200
1686	Diltiazem 90mg modified-release capsules	Diltiazem hydrochloride	2060200
48282	Diltiazem 90mg modified-release capsules (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
48457	Diltiazem 90mg modified-release capsules (Alliance Healthcare (Distribution) Ltd)	Diltiazem hydrochloride	2060200
56758	Diltiazem 90mg modified-release capsules (Cubic Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
4732	Diltiazem 90mg modified-release tablets	Diltiazem hydrochloride	2060200
27136	Diltiazem 90mg modified-release tablets (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
49390	Diltiazem 90mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)	Diltiazem hydrochloride	2060200
62065	Diltiazem 90mg modified-release tablets (Colorama Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
57859	Diltiazem 90mg modified-release tablets (Cubic Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
32089	Diltiazem HCl 120mg Modified-release capsule (Hillcross Pharmaceuticals Ltd)	Diltiazem Hydrochloride	2060200
31676	Diltiazem HCl 120mg Modified-release tablet (Actavis UK Ltd)	Diltiazem hydrochloride	2060200
34824	Diltiazem HCl 120mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd)	Diltiazem hydrochloride	2060200
42804	Diltiazem HCl 180mg Capsule (PLIVA Pharma Ltd)	Diltiazem Hydrochloride	2060200
18403	Diltiazem HCl 180mg Modified-release capsule (Hillcross Pharmaceuticals Ltd)	Diltiazem Hydrochloride	2060200
45759	Diltiazem HCl 240mg Capsule (PLIVA Pharma Ltd)	Diltiazem hydrochloride	2060200
27685	Diltiazem HCl 300mg Capsule (PLIVA Pharma Ltd)	Diltiazem hydrochloride	2060200
34581	Diltiazem HCl 60mg Modified-release tablet (Kent Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
38066	Diltiazem HCl 60mg Modified-release tablet (Lagap)	Diltiazem hydrochloride	2060200
32262	Diltiazem HCl 60mg Tablet (C P Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
21773	Diltiazem HCl 60mg Tablet (Generics (UK) Ltd)	Diltiazem hydrochloride	2060200
34377	Diltiazem HCl 90mg Modified-release capsule (Hillcross Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
12639	Diltiazem HCl 90mg Modified-release tablet (Actavis UK Ltd)	Diltiazem hydrochloride	2060200
34475	Diltiazem HCl 90mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd)	Diltiazem hydrochloride	2060200
15659	DILTIAZEM HCL S/R 180 CAP	0	0
9094	DILTIAZEM HCl SR 300 MG CAP	0	0
8024	DILTIAZEM HCl XL 300 MG CAP	0	0
30491	DILTIAZEM HYDROCHLORIDE	0	0
42731	Diltiazem sr 120mg Capsule (Hillcross Pharmaceuticals Ltd)	Diltiazem Hydrochloride	2060200
47415	Diltiazem sr 60mg Capsule (Hillcross Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
27135	Diltiazem sr 90mg Capsule (Hillcross Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
42819	Diltiazem xl 240mg Capsule (Hillcross Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
16038	Dilzem SR 120 capsules (Teva UK Ltd)	Diltiazem hydrochloride	2060200
5194	Dilzem sr 120mg Capsule (Elan Pharma)	Diltiazem Hydrochloride	2060200
11770	Dilzem SR 60 capsules (Teva UK Ltd)	Diltiazem hydrochloride	2060200
5513	Dilzem sr 60mg Capsule (Elan Pharma)	Diltiazem hydrochloride	2060200
13302	Dilzem SR 90 capsules (Teva UK Ltd)	Diltiazem hydrochloride	2060200
4308	Dilzem sr 90mg Capsule (Elan Pharma)	Diltiazem hydrochloride	2060200
13240	Dilzem XL 120 capsules (Teva UK Ltd)	Diltiazem hydrochloride	2060200
66635	Dilzem XL 180 capsules (DE Pharmaceuticals)	Diltiazem hydrochloride	2060200
59098	Dilzem XL 180 capsules (Lexon (UK) Ltd)	Diltiazem hydrochloride	2060200
60415	Dilzem XL 180 capsules (Sigma Pharmaceuticals Plc)	Diltiazem hydrochloride	2060200
13075	Dilzem XL 180 capsules (Teva UK Ltd)	Diltiazem hydrochloride	2060200
59863	Dilzem XL 240 capsules (Lexon (UK) Ltd)	Diltiazem hydrochloride	2060200
13127	Dilzem XL 240 capsules (Teva UK Ltd)	Diltiazem hydrochloride	2060200
3370	Dilzem xl mr 120mg Modified-release capsule (Elan Pharma)	Diltiazem Hydrochloride	2060200
3676	Dilzem xl mr 180mg Modified-release capsule (Elan Pharma)	Diltiazem Hydrochloride	2060200
2686	Dilzem xl mr 240mg Modified-release capsule (Elan Pharma)	Diltiazem hydrochloride	2060200
18852	Disogram SR 120mg capsules (Ranbaxy (UK) Ltd)	Diltiazem hydrochloride	2060200
18874	Disogram SR 180mg capsules (Ranbaxy (UK) Ltd)	Diltiazem hydrochloride	2060200
19426	Disogram SR 240mg capsules (Ranbaxy (UK) Ltd)	Diltiazem hydrochloride	2060200
19440	Disogram SR 300mg capsules (Ranbaxy (UK) Ltd)	Diltiazem hydrochloride	2060200
18834	Disogram SR 60mg capsules (Ranbaxy (UK) Ltd)	Diltiazem hydrochloride	2060200
18830	Disogram SR 90mg capsules (Ranbaxy (UK) Ltd)	Diltiazem hydrochloride	2060200
47530	Horizem SR 60mg capsules (Horizon lifecare)	Diltiazem hydrochloride	2060200
35696	Kenzem SR 120mg capsules (Kent Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
37774	Kenzem SR 60mg capsules (Kent Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
27401	Kenzem SR 90mg capsules (Kent Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
21918	Optil 60mg modified-release tablets (Opus Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
26267	Optil sr 120mg Modified-release capsule (Opus Pharmaceuticals Ltd)	Diltiazem Hydrochloride	2060200
26269	Optil sr 180mg Modified-release capsule (Opus Pharmaceuticals Ltd)	Diltiazem Hydrochloride	2060200
23733	Optil sr 90mg Modified-release capsule (Opus Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
26309	Optil xl 240mg Modified-release capsule (Opus Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
26270	Optil xl 300mg Modified-release capsule (Opus Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
21795	Retalzem 60 modified-release tablets (Kent Pharmaceuticals Ltd)	Diltiazem hydrochloride	2060200
2528	Slozem 120mg capsules (Merck Serono Ltd)	Diltiazem hydrochloride	2060200
5234	Slozem 180mg capsules (Merck Serono Ltd)	Diltiazem hydrochloride	2060200
4408	Slozem 240mg capsules (Merck Serono Ltd)	Diltiazem hydrochloride	2060200
17586	Slozem 300mg capsules (Merck Serono Ltd)	Diltiazem hydrochloride	2060200
56467	Tildiem 60mg modified-release tablets (DE Pharmaceuticals)	Diltiazem hydrochloride	2060200
2888	Tildiem 60mg modified-release tablets (Sanofi)	Diltiazem hydrochloride	2060200
57594	Tildiem 60mg modified-release tablets (Waymade Healthcare Plc)	Diltiazem hydrochloride	2060200
52701	Tildiem LA 200 capsules (Mawdsley-Brooks & Company Ltd)	Diltiazem hydrochloride	2060200
38545	Tildiem LA 200 capsules (Sanofi)	Diltiazem hydrochloride	2060200
536	Tildiem la 200mg Modified-release capsule (Sanofi)	Diltiazem hydrochloride	2060200
